"Tag_Status","Building_block","Discipline","Cost_Code_COR","Tag_Number","Top_Tag","Skid_Ref","PO_Package_Number","System_Number","Equinor_Equipment_Category_1_4","Equipment_TypeDescription","Area","Sub_Area","Function_Area","L_or_TT_mm","W_or_ID_mm","H_or_TT_mm","Footprint_m2","Modification_Phase_Code","Modification_Construction_Code","Modification_Handling_Code","Allowance_prct","Net_Dry_Weight_kg","Gross_Dry_Weight_kg","Content_Weight_kg","Dry_CoGEast_mm","Dry_CoGNorth_mm","Dry_CoGElevation_mm","Price_Source","CostProj_currency","Cost_Date","Exch_rate","NOK","Pressure_1Barg","Pressure_2Barg","Temp_1degC","Temp_2degC","Flow_rate_1m3_or_hr","Flow_rate_2m3_or_hr","Capacity_m3","Heat_transfer_medium_type","SpeedRPM","Heat_Exchanged_per_Unit_kW","Shaft_Power_kW","Rated_Power_kW","Heat_Transfer_Surface_Aream2","Material_1","Material_2","Reference_or_Source","Referencedoc_dwg_PID_etc","RiskWeight_accuracy","RiskFootprint_accuracy","RiskDesign_basis","Risk_comments","Remarks","Iso_159264_Physical_RDL_","Iso_159264_Physical_Description_","Iso_159264_Activity_RDL_","Iso_159264_Activity_Description_","Posccesar_RDL_"
,,"U",,"A-87IZ001A/B",,,"-","87",,"Krafla SPCU Cabinet","Cellar deck","AQ200","HOLD","1600","800","2200","1.28",,,"PERM","0.15","600","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"U",,"A-87IZ002A/B",,,"-","87",,"Central SPCU Cabinet","Cellar deck","AQ200","HOLD","1600","800","2200","1.28",,,"PERM","0.15","600","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC001",,,"EI101","87",,"SAS Controller Node Cabinet (F&G) Krafla UWP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"330000","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC002",,,"EI101","87",,"SAS Controller Node Cabinet (ESD) Krafla UWP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"329198","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC003",,,"EI101","87",,"SAS Controller Node Cabinet (PSD) Krafla UWP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"327594","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC004",,,"EI101","87",,"SAS Controller Node Cabinet (PCS) Krafla UWP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"327594","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC005",,,"EI101","87",,"SAS Controller Node Cabinet (F&G) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"326792","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC006",,,"EI101","87",,"SAS Controller Node Cabinet (ESD) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325990","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC007",,,"EI101","87",,"SAS Controller Node Cabinet (PSD) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325188","397355","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC008",,,"EI101","87",,"SAS Controller Node Cabinet (PCS Main process) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325190","396950","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC009",,,"EI101","87",,"SAS Controller Node Cabinet (PCS Main process) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC010",,,"EI101","87",,"SAS Controller Node Cabinet (PCS Utility) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"326794","396950","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC011",,,"EI101","87",,"SAS Controller Node Cabinet (PCS Utility) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC012",,,"EI101","87",,"SAS Controller Node Cabinet (PDCS Electrical Equipment) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325992","396950","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC017",,,"EI101","87",,"SAS Controller Node Cabinet (PDCS Electrical Equipment) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"328396","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC018",,,"EI101","87",,"SAS Controller Node Cabinet (Electrical PMS) Askja UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"329198","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC020",,,"EI101","87",,"AKER BP PDq I/O control cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"330002","394525","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC021",,,"EI102","87",,"CM/IIoT ? I/O Cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"330002","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC022",,,"EI102","87",,"CM/IIoT ? I/O Cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"329200","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC023",,,"EI102","87",,"CM/IIoT ? I/O Cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"328398","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC024",,,"EI102","87",,"CM/IIoT ? Control Cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"327596","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC025",,,"EI102","87",,"CM/IIoT wire less Cabinet","Cellar deck","AQ200","CER 1","400","800","2200",,,,"PERM","0.15","200","230",,"326794","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC026",,,"EI013","87",,"Valve monitoring Cabinet(for additional sensors mounted on the valves)","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325992","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC027",,,"EI013","87",,"Valve leakage cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325190","392505","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,,,
,,"J","EJJB","A-87JC028",,,"EI007","87",,"Electrical actuator supplier monitoring cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325190","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,,,
,,"J","EJJB","A-87JC029",,,"EI007","87",,"Electrical actuator supplier monitoring cabinet","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"325992","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC030",,,"EI002","87",,"Multiphase processing cabinet UWP Krafla","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"326794","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC031",,,"EI002","87",,"Multiphase processing cabinet UWP Askja","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"327596","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC032",,,"EI002","87",,"Multiphase processing cabinet UPP","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"327596","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC033",,,"EI002","87",,"Metering cabinet UPP GAS","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"329200","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC034",,,"ER001","87",,"Compressor Control Cabinet skid 1","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"330002","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC035",,,"BN001","87",,"Bridge bearing monitoring field panel","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"FUT","0.15","200","230",,"330804","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,"location to be confirmed ",,,,,
,,"J","EJJB","A-87JC036",,,"EI003","87",,"Analyser control cabinet for process and environment","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"338200","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC037",,,"BN001","87",,"Bridge bearing monitoring cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"FUT","0.15","200","230",,"340600","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC038",,,"EI004","87",,"Nucleonic level measurement cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"341402","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC039",,,"EI006","87",,"Sand monitoring Cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"342204","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"A",,"A-87JC040",,,,"87",,"Manual valve Interlock key cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,"Not requiered to be smart cabinet. Only key hangers. 100% manual",,,,,
,,"J","EJJB","A-87JC040",,,"EI006","87",,"UID - Power Control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"342204","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC041",,,"ER001","87",,"Vibration control cabinet - Compressor","Cellar deck","AQ200","CER 2","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"332588","371995","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC042",,,"EI103","87",,"Vibration control cabinet - Compressor","Cellar deck","AQ200","CER 2","800","800","2200","0.64",,,"PERM","0.15","200","230",,"333390","371995","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC043",,,"EI103","87",,"Vibration control cabinet - Protection and CM","Cellar deck","AQ200","CER 2","800","800","2200","0.64",,,"PERM","0.15","200","230",,"343808","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC044",,,"ER001","87",,"Compressor Control Cabinet skid 2","Cellar deck","AQ200","CER 1","400","800","2200","0.32",,,"PERM","0.15","200","230",,"330002","392100","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC048",,,"EI015","87",,"Robot panel for local pad and spare battery","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"343806","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC050",,,"EI015","87",,"Drone control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"337400","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC051",,,"EI015","87",,"Drone control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"338598","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC052",,,"EI102","87",,"Compressor CM Cabinet Other than vibration,temp and proximity","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"FUT","0.15","200","230",,"340598","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,,,
,,"J",,"A-87JC053",,,"EI102","87",,"Automatic (Electro) Magnetic Bearing Control","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"FUT","0.15","200","230",,"342202","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC054",,,"EI102","87",,"Supplier CM Cabinet - Unidentifed but added for development buffer","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"FUT","0.15","200","230",,"343004","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC055",,,"EI102","87",,"Supplier CM Cabinet - Unidentifed but added for development buffer","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"FUT","0.15","200","230",,"337796","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC063",,,"EI101","87",,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"337796","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC064",,,"EI101","87",,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"336994","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC065",,,"EI101","87",,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"336192","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC066",,,"EI101","87",,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"335390","371770","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC067",,,"EI101","87",,"Subsea SAS supplier control cabinet - Future","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC068",,,"EI101","87",,"Subsea SAS supplier control cabinet - Future","Cellar deck","AQ200","CER 2","400","800","2200","0.32",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF001",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP200","AP200","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"328396","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF002",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP200","AP200","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"327594","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF003",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP200","AP200","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"326792","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF004",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP300","AP300","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"325990","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF005",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP300","AP300","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"325188","394930","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF006",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP300","AP300","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"325190","394525","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF007",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP400","AP400","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"325992","394525","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF008",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP400","AP400","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"326794","394525","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF009",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP400","AP400","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"327596","394525","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF010",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP500","AP500","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,"328278","394325","502698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF011",,,"EI101","87",,"SAS FAU/RIO Cabinet ","Cellar deck","AP500","AP500","400","800","1500","0.32",,,"PERM","0.15","110","126.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF012",,,"EI101","87",,"SAS Compressor skid 1st RIO","Weather deck","AP500","SKID","400","600","1500","0.24",,,"PERM","0.15","110","126.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF013",,,"EI101","87",,"SAS TEG skid RIO","Mezzanine deck","AP300","SKID","400","600","1500","0.24",,,"PERM","0.15","110","126.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF014",,,"EI101","87",,"SAS Liquid export pump skid RIO","Mezzanine deck","AQ300","HOLD","400","600","1500","0.24",,,"PERM","0.15","110","126.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF015",,,"EI101","87",,"Electro FTC Cabinet","Mezzanine deck","AQ300","LV swb. room 1","400","600","1500","0.24",,,"PERM","0.15","200","230",,"330900","389150","509200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF016",,,"EI101","87",,"VSD FTC Cabinets","Process deck","AQ400","HV VSD room","400","600","1500","0.24",,,"PERM","0.15","200","230",,"331800","388750","516200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF017",,,"EI101","87",,"SAS Compressor skid 2nd RIO","Weather deck","AP500","SKID","400","600","1500","0.24",,,"PERM","0.15","110","126.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW",,"J","EJJF","A-87JF018",,,"EI101","87",,"SAS FTC special I/O Cabinet ","Cellar deck","AQ200","AQ200","400","800","2200","0.32",,,"PERM","0.15","110","126.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JO001",,,"EI101","87",,"Engineering Work Station on desk","Cellar deck","AQ200","CER 1","1000","1000","1000","1",,,"TEMP","0.15","200","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JO002",,,"EI101","87",,"Temporary Operator Station on desk","Cellar deck","AQ200","CER 1","1000","1000","1000","1",,,"TEMP","0.15","200","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JQ010",,,"EI101","87",,"SAS Server Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"325092","401180","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,"Server function requiered on the UPP and not shore(e.g. historian buffer) and a voyage recorder",,,,,
,,"J",,"A-87JQ011",,,"EI101","87",,"SAS Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"326594","401580","501210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JQ012",,,"EI101","87",,"SAS Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"327096","401180","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ013",,,"EI101","87",,"SIS Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"328598","401580","501210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ014",,,"EI101","87",,"SIS Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"329100","401180","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ015",,,"EI101","87",,"Field Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"326094","399575","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ016",,,"EI101","87",,"Field Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"327096","399575","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ017",,,"EI101","87",,"3rd pary Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"328098","399575","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ018",,,"EI101","87",,"3rd pary Network Distribution Cabinet","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"329100","399575","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ019",,,"EI101","87",,"Network Monitoring system (Solarwind)","Cellar deck","AQ200","CER 1","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"325092","399575","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J",,"A-87JQ020",,,"EI101","87",,"Service network cabinet","Cellar deck","AQ200","CER 2","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"332000","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J",,"A-87JQ021",,,"EI101","87",,"Service network cabinet","Cellar deck","AQ200","CER 2","1000","800","2200","0.8",,,"PERM","0.15","200","230",,"332802","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J",,"A-87JQ022",,,"CPI","87",,"Subsea contractor network cabinet SGRU B","Cellar deck","AQ200","CER 2","800","800","2200","0.64",,,"PERM","0.15","200","230",,"333604","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J",,"A-87JQ023",,,"CPI","87",,"Subsea contractor server cabinet SGSU","Cellar deck","AQ200","CER 2","800","800","2200","0.64",,,"PERM","0.15","200","230",,"336010","374740","502360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX010",,,"EI004","87",,"Nucleonic field panel","Mezzanine deck","AP300",,"600","400","600","0.24",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX011",,,"EI004","87",,"Nucleonic field panel","Mezzanine deck","AP300",,"600","400","600","0.24",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX012",,,"ER019","87",,"Flare ignition panel","Process deck","AP400",,"600","400","600","0.24",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX013",,,"ER019","87",,"Flare ignition panel","Process deck","AP400",,"600","400","600","0.24",,,"PERM","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX014",,,"EI003","87",,"Analyser panel","Mezzanine deck","AP300",,"600","400","600","0.24",,,"FUT","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX015",,,"EI003","87",,"Analyser panel","Process deck","AP400",,"600","400","600","0.24",,,"FUT","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX016",,,"EI012","87",,"Analyser panel","Mezzanine deck","AP300",,"600","400","600","0.24",,,"FUT","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX017",,,"EI012","87",,"Analyser Manual sample station","Process deck","AP400",,"600","400","600","0.24",,,"FUT","0.15","200","230",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JX018",,,"EI003","87",,"Analyser Manual sample station","Mezzanine deck","AP300",,"600","400","600","0.24",,,"FUT","0.15",,"0",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"U",,"A-87UO001",,,"-","87",,"Krafla EPU01 Cabinet","Cellar deck","AQ200","HOLD","1000","800","2200","0.8",,,"PERM","0.15","500","575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subsea power interface may go directly from hang-off to electrical cabinet",,,,,
,,"U",,"A-87UO002",,,"-","87",,"Krafla EPU02 Cabinet","Cellar deck","AQ200","HOLD","1000","800","2200","0.8",,,"PERM","0.15","500","575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subsea power interface may go directly from hang-off to electrical cabinet",,,,,
"DIFF",,"J","ERXX","A-87XX001",,,"EI015","87",,"Robot dock-in station","Cellar deck","AQ200","Outdoor","1000","800","200","0.8",,,"PERM","0.15","200","230",,"348800","380638","501000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
